Time,XLAT,XLONG,T2_daily_max,T2_daily_mean,RH2_daily_min,RH2_daily_mean,WSP10_daily_max,WSP10_daily_mean,RAINNC_daily
1993-09-20,34.422874,-119.69203,301.34393,293.96066,39.713554,74.07456,2.4604096,1.4134957,0.0
1993-09-21,34.422874,-119.69203,300.10455,293.98416,45.278667,68.59446,2.9426033,1.5709887,0.0
1993-09-22,34.422874,-119.69203,300.31583,294.10538,43.168465,68.35673,3.4976985,1.7202817,0.0
1993-09-23,34.422874,-119.69203,302.6104,292.63162,31.493443,60.406067,3.351646,1.3766168,0.0
1993-09-24,34.422874,-119.69203,307.33527,296.2662,11.218556,47.50252,4.7001696,1.6653476,0.0
1993-09-25,34.422874,-119.69203,307.1454,298.10434,16.883764,42.602734,3.1553543,1.4489521,0.0
1993-09-26,34.422874,-119.69203,309.4378,299.16788,14.971724,42.60479,2.880963,1.4488164,0.0
1993-09-27,34.422874,-119.69203,309.13055,300.16092,15.964971,37.976143,1.8929462,1.3210537,0.0
1993-09-28,34.422874,-119.69203,308.522,299.33905,18.964975,47.033188,2.2302547,1.421152,0.0
1993-09-29,34.422874,-119.69203,307.0457,298.3039,29.386953,65.14939,2.1947205,1.4457732,0.0
1993-09-30,34.422874,-119.69203,308.16943,299.90164,35.85917,57.13385,3.4391747,1.4363471,0.0
1993-10-01,34.422874,-119.69203,310.50208,301.07278,24.770409,54.45688,3.6435356,2.3234546,0.0
1993-10-02,34.422874,-119.69203,309.05157,300.73843,25.636562,49.52164,4.474004,1.8927025,0.0
1993-10-03,34.422874,-119.69203,307.94107,299.42157,32.64539,56.847443,3.4532983,1.4876734,0.0
1993-10-04,34.422874,-119.69203,305.89362,297.0735,37.730038,68.2505,2.3473368,1.4782809,0.0
1993-10-05,34.422874,-119.69203,300.29797,293.70163,36.275608,64.06125,4.638049,2.315214,0.0
1993-10-06,34.422874,-119.69203,302.728,293.1547,24.305256,55.269695,4.3302884,2.4380395,0.0
1993-10-07,34.422874,-119.69203,303.26398,294.20102,23.393938,58.220154,5.1426926,2.1870434,0.0
1993-10-08,34.422874,-119.69203,303.80212,295.91013,24.125639,52.25584,4.435211,2.4086468,0.0
1993-10-09,34.422874,-119.69203,303.3057,296.05844,23.633532,45.898193,3.5578074,1.8121034,0.0
1993-10-10,34.422874,-119.69203,301.62213,295.86823,31.330753,51.054962,2.7012262,1.7072525,0.0
1993-10-11,34.422874,-119.69203,300.02893,293.75717,39.434864,72.74347,3.482826,1.3071488,8.686967372894287
1993-10-12,34.422874,-119.69203,299.8252,293.96286,44.42114,70.68828,2.225286,1.3243567,0.0
1993-10-13,34.422874,-119.69203,300.43088,294.27448,36.348278,65.08707,2.736564,1.4998132,0.0
1993-10-14,34.422874,-119.69203,302.348,294.3668,25.553082,60.851185,4.8298407,2.1383426,0.0
1993-10-15,34.422874,-119.69203,300.2021,294.48123,33.342438,61.637268,4.6943135,2.9660816,0.0
1993-10-16,34.422874,-119.69203,297.957,292.62537,40.216587,61.866745,4.0027337,1.9245294,0.0
1993-10-17,34.422874,-119.69203,296.176,290.65686,28.153297,54.34218,4.679646,2.719636,0.0
1993-10-18,34.422874,-119.69203,298.43542,290.4101,29.428638,55.819397,4.7108955,2.6475425,0.0
1993-10-19,34.422874,-119.69203,301.29642,292.48105,19.303846,45.853855,3.9453063,1.5994287,0.0
1993-10-20,34.422874,-119.69203,303.50302,294.5192,17.091358,37.18678,2.7837033,1.3246276,0.0
1993-10-21,34.422874,-119.69203,301.85464,294.6328,22.674948,39.83942,2.1953173,1.3340634,0.0
1993-10-22,34.422874,-119.69203,302.96893,294.06735,20.669277,54.053272,1.9910614,0.93255967,0.0
1993-10-23,34.422874,-119.69203,303.29492,295.33536,16.240698,39.493736,1.9871304,1.0718273,0.0
1993-10-24,34.422874,-119.69203,302.2188,295.99826,23.443579,38.240967,2.0968606,1.2984793,0.0
1993-10-25,34.422874,-119.69203,303.82648,295.66837,25.96324,49.33711,2.607868,1.3743358,0.0
1993-10-26,34.422874,-119.69203,305.5224,297.15128,14.8455925,41.924522,2.1650932,1.3163278,0.0
1993-10-27,34.422874,-119.69203,304.7399,298.165,6.550548,19.417282,2.8492832,1.6600016,0.0
1993-10-28,34.422874,-119.69203,304.7563,296.1664,8.661447,18.129725,4.048191,1.4665647,0.0
1993-10-29,34.422874,-119.69203,303.03177,295.1337,10.989271,32.63691,4.355914,2.0151956,0.0
1993-10-30,34.422874,-119.69203,303.47104,295.66354,15.018223,31.152033,3.1781733,1.4209472,0.0
1993-10-31,34.422874,-119.69203,301.8458,294.3764,19.669466,36.827957,2.2017622,0.99258524,0.0
1993-11-01,34.422874,-119.69203,301.40457,292.72263,22.44718,46.514954,2.6003318,1.4300394,0.0
1993-11-02,34.422874,-119.69203,302.21753,296.04593,10.63496,28.25704,4.5874653,1.7717825,0.0
